Programme...:	MICH
Date........:	   202020-02-
Heure.......:	     5 11:15:
Colonnes....:	            3
Lignes......:	          788
D�calage....:	           17
Commentaires:	
P.abs.i.(mp):	 1.6083700E+5	P.cal.i.(�m):	 9.9218750E-2	V_min___(mV):	 1.9125550E+6	
P.abs.f.(mp):	 1.6162400E+5	P.cal.f.(�m):	 7.8184375E+1	V_max___(mV):	 1.0503175E+5	
Nbre_de_pts_:	 7.8800000E+2	D�lai___(ms):	 8.0000000E+1	Calibration_:	 1.0000000E+0	
Source......:	laser He-ne	
Filtre......:	g	
D�tecteur...:	g	
�ch._du_pico:	q
Temps___(ms):	Pos.cal.(�m):	Tension_(mV):	
 1.0180392E+7	 2.3415625E+1	 1.5632634E+2	
 1.0180472E+7	 2.3514844E+1	 1.1235955E+2	
 1.0180552E+7	 2.3614062E+1	 1.5876894E+2	
 1.0180633E+7	 2.3713281E+1	 2.7357107E+2	
 1.0180719E+7	 2.3812500E+1	 4.0547141E+2	
 1.0180799E+7	 2.3911719E+1	 4.9829018E+2	
 1.0180883E+7	 2.4010937E+1	 6.2286270E+2	
 1.0180963E+7	 2.4110156E+1	 7.2056669E+2	
 1.0181046E+7	 2.4209375E+1	 8.9154863E+2	
 1.0181130E+7	 2.4308594E+1	 1.0381045E+3	
 1.0181214E+7	 2.4407812E+1	 1.1968734E+3	
 1.0181299E+7	 2.4507031E+1	 1.3727406E+3	
 1.0181383E+7	 2.4606250E+1	 1.4680020E+3	
 1.0181466E+7	 2.4705469E+1	 1.6365412E+3	
 1.0181552E+7	 2.4804687E+1	 1.7366878E+3	
 1.0181636E+7	 2.4903906E+1	 1.7635565E+3	
 1.0181716E+7	 2.5003125E+1	 1.8124084E+3	
 1.0181804E+7	 2.5102344E+1	 1.8563752E+3	
 1.0181884E+7	 2.5201562E+1	 1.8514900E+3	
 1.0181964E+7	 2.5300781E+1	 1.8392770E+3	
 1.0182044E+7	 2.5400000E+1	 1.8172936E+3	
 1.0182127E+7	 2.5499219E+1	 1.7855399E+3	
 1.0182210E+7	 2.5598437E+1	 1.6756228E+3	
 1.0182294E+7	 2.5697656E+1	 1.6072301E+3	
 1.0182374E+7	 2.5796875E+1	 1.4875427E+3	
 1.0182456E+7	 2.5896094E+1	 1.3678554E+3	
 1.0182539E+7	 2.5995312E+1	 1.2383976E+3	
 1.0182625E+7	 2.6094531E+1	 1.1602345E+3	
 1.0182711E+7	 2.6193750E+1	 1.0552027E+3	
 1.0182791E+7	 2.6292969E+1	 1.0087934E+3	
 1.0182874E+7	 2.6392187E+1	 8.2315582E+2	
 1.0182959E+7	 2.6491406E+1	 6.9125551E+2	
 1.0183045E+7	 2.6590625E+1	 5.3981435E+2	
 1.0183128E+7	 2.6689844E+1	 3.6638984E+2	
 1.0183210E+7	 2.6789062E+1	 2.5891548E+2	
 1.0183292E+7	 2.6888281E+1	 1.8563752E+2	
 1.0183376E+7	 2.6987500E+1	 1.7342453E+2	
 1.0183459E+7	 2.7086719E+1	 1.2701514E+2	
 1.0183539E+7	 2.7185937E+1	 1.0991696E+2	
 1.0183621E+7	 2.7285156E+1	 1.3190034E+2	
 1.0183701E+7	 2.7384375E+1	 1.5388373E+2	
 1.0183787E+7	 2.7483594E+1	 2.4181730E+2	
 1.0183868E+7	 2.7582812E+1	 3.1998047E+2	
 1.0183954E+7	 2.7682031E+1	 4.3966782E+2	
 1.0184040E+7	 2.7781250E+1	 5.8622372E+2	
 1.0184122E+7	 2.7880469E+1	 7.1568149E+2	
 1.0184208E+7	 2.7979687E+1	 8.3536881E+2	
 1.0184291E+7	 2.8078906E+1	 8.9887643E+2	
 1.0184375E+7	 2.8178125E+1	 9.6238399E+2	
 1.0184455E+7	 2.8277344E+1	 1.0820713E+3	
 1.0184539E+7	 2.8376562E+1	 1.1577919E+3	
 1.0184622E+7	 2.8475781E+1	 1.2090864E+3	
 1.0184709E+7	 2.8575000E+1	 1.3751832E+3	
 1.0184791E+7	 2.8674219E+1	 1.4851002E+3	
 1.0184874E+7	 2.8773437E+1	 1.5779189E+3	
 1.0184956E+7	 2.8872656E+1	 1.7244748E+3	
 1.0185038E+7	 2.8971875E+1	 1.7953103E+3	
 1.0185125E+7	 2.9071094E+1	 1.8343918E+3	
 1.0185206E+7	 2.9170312E+1	 1.9052272E+3	
 1.0185286E+7	 2.9269531E+1	 1.9076698E+3	
 1.0185366E+7	 2.9368750E+1	 1.8881290E+3	
 1.0185453E+7	 2.9467969E+1	 1.8099658E+3	
 1.0185537E+7	 2.9567187E+1	 1.6902784E+3	
 1.0185623E+7	 2.9666406E+1	 1.4826576E+3	
 1.0185707E+7	 2.9765625E+1	 1.3361017E+3	
 1.0185790E+7	 2.9864844E+1	 1.1138251E+3	
 1.0185873E+7	 2.9964062E+1	 7.1079630E+2	
 1.0185958E+7	 3.0063281E+1	 4.8851979E+2	
 1.0186038E+7	 3.0162500E+1	 3.6883244E+2	
 1.0186122E+7	 3.0261719E+1	 2.5158769E+2	
 1.0186207E+7	 3.0360937E+1	 1.6365413E+2	
 1.0186295E+7	 3.0460156E+1	 1.2457255E+2	
 1.0186375E+7	 3.0559375E+1	 1.0503175E+2	
 1.0186455E+7	 3.0658594E+1	 1.2701514E+2	
 1.0186535E+7	 3.0757812E+1	 1.9052272E+2	
 1.0186615E+7	 3.0857031E+1	 2.8578407E+2	
 1.0186703E+7	 3.0956250E+1	 4.6653640E+2	
 1.0186783E+7	 3.1055469E+1	 5.9355152E+2	
 1.0186863E+7	 3.1154687E+1	 7.3522228E+2	
 1.0186949E+7	 3.1253906E+1	 1.0039082E+3	
 1.0187034E+7	 3.1353125E+1	 1.0869565E+3	
 1.0187114E+7	 3.1452344E+1	 1.7342452E+3	
 1.0187194E+7	 3.1551562E+1	 1.7659991E+3	
 1.0187276E+7	 3.1650781E+1	 1.7904251E+3	
 1.0187356E+7	 3.1750000E+1	 1.7904251E+3	
 1.0187436E+7	 3.1849219E+1	 1.8221788E+3	
 1.0187516E+7	 3.1948437E+1	 1.8661456E+3	
 1.0187596E+7	 3.2047656E+1	 1.8588178E+3	
 1.0187679E+7	 3.2146875E+1	 1.8246214E+3	
 1.0187760E+7	 3.2246094E+1	 1.7611139E+3	
 1.0187840E+7	 3.2345312E+1	 1.6927210E+3	
 1.0187923E+7	 3.2444531E+1	 1.5339521E+3	
 1.0188005E+7	 3.2543750E+1	 1.4215926E+3	
 1.0188086E+7	 3.2642969E+1	 1.2408402E+3	
 1.0188170E+7	 3.2742187E+1	 1.0869565E+3	
 1.0188253E+7	 3.2841406E+1	 9.4040060E+2	
 1.0188336E+7	 3.2940625E+1	 7.0346850E+2	
 1.0188419E+7	 3.3039844E+1	 5.2027357E+2	
 1.0188501E+7	 3.3139063E+1	 3.4196386E+2	
